Key,Source,Context,Changes,English,French,German,Klingon,Spanish
lblCategoryHealth,UI,Tooltip,KgNone,Health/Fitness,Santé/Forme physique,Gesundheit/Fitness,,Salud/Condición física
lblCategoryMedicine,UI,Tooltip,KgNone,Medicine,Médecine,Medizin,,Medicina
lblCategoryResources,UI,Tooltip,KgNone,Resources,Ressources,Rohstoffe,,Recursos
lblCategoryToolsTraps,UI,Tooltip,KgNone,Tools/Traps,Outils/pièges,Werkzeuge/Fallen,,Herramientas/trampas
lblCategoryWeapons,UI,Tooltip,KgNone,Weapons,Armes,Waffen,,Armas
lblCenterOnPlayer,UI,Tooltip,KgNone,Center on Player,Centrer sur le joueur,Auf Spieler zentrieren,,Centrar en jugador
lblCenterOnSleepingBag,UI,Tooltip,KgNone,Center on Sleeping Bag,Centrer sur le sac de couchage,Auf Schlafsack zentrieren,,Centrar en saco de dormir
lblChestArmor,UI,Tooltip,KgNone,Chest Armor,Plastron,Brustpanzer,,Coraza
lblCursorPosition,UI,Tooltip,KgNone,Cursor Position,Position du curseur,Cursorposition,,Posición del cursor
lblDevBlocks,UI,Tooltip,KgNone,Dev Blocks On,Blocs de développement activés,Entwicklerblöcke an,,Bloques desarr. activados
lblEyewear,UI,Tooltip,KgNone,Eyewear,Lunettes,Brillen und Kontaktlinsen,,Gafas
lblFace,UI,Tooltip,KgNone,Face,Visage,Gesicht,,Rostro
lblFavorites,UI,Tooltip,KgNone,Favorites,Favoris,Favoriten,,Favoritos
lblFootwear,UI,Tooltip,KgNone,Footwear,Chaussures,Schuhe,,Calzado
lblGloves,UI,Tooltip,KgNone,Gloves,Gants,Handschuhe,,Guantes
lblHeadgear,UI,Tooltip,KgNone,Headgear,Chapeaux,Kopfbedeckung,,Gorros
lblLegArmor,UI,Tooltip,KgNone,Leg Armor,Jambières,Beinschienen,,Espinillera
lblLevel,UI,Tooltip,KgNone,LEVEL: {0},NIVEAU : {0},LEVEL: {0},,NIVEL: {0}
lblOvercoat,UI,Tooltip,KgNone,Overcoat,Pardessus,Mantel,,Abrigo
lblPants,UI,Tooltip,KgNone,Pants,Pantalons,Hose,,Pantalones
lblPartStackMissing,UI,Tooltip,KgNone,[Missing {0}],[Il vous manque : {0}],[{0} fehlt],,[Faltan: {0}]
lblReloadArchetypeXML,UI,Tooltip,KgNone,Reload Archetype XML Data,Recharger les données Archétype XML,Archetyp XML Data neu laden,,Recargar datos Archetype XML
lblRemoveQuest,UI,Tooltip,KgNone,Remove Quest,Supprimer la quête,Quest entfernen,,Eliminar misión
lblRemoveQuickWaypoint,UI,Tooltip,KgNone,Remove Quick Waypoint,Supprimer le cheminement rapide,Schnellen Wegpunkt entfernen,,Quitar punto de regreso rápido
lblRemoveWaypoint,UI,Tooltip,KgNone,Remove Waypoint,Supprimer le cheminement,Wegpunkt entfernen,,Quitar punto de regreso
lblSaveWaypoint,UI,Tooltip,KgNone,Save Waypoint,Sauvegarder le cheminement,Wegpunkt speichern,,Guardar punto de regreso
lblShareWaypoint,UI,Tooltip,KgNone,Share Waypoint,Partager le cheminement,Wegpunkt teilen,,Compartir punto de regreso
lblShirt,UI,Tooltip,KgNone,Shirt,Chemises,Hemd,,Camisa
lblShowOnMap,UI,Tooltip,KgNone,Show On Map,Afficher sur la carte,Auf Karte zeigen,,Mostrar en mapa
lblSimpleClick,UI,Tooltip,KgNone,Simple Click,Simple clic,Einfacher Klick,,Clic simple
lblSkillReqPlayerLevel,UI,Tooltip,KgNone,Player Level {0},Joueur niveau {0},Spielerlevel {0},,Nivel de jugador {0}
lblToggleActive,UI,Tooltip,KgNone,Toggle Active,Interrupteur actif,Aktivieren,,Activar/desactivar
lblToggleClothes,UI,Tooltip,KgNone,Toggle Clothes On/Off,Afficher les vêtements Activer/Désactiver,Kleider an/aus,,Activar/desactivar cambio de ropa
lblTotalItems,UI,Tooltip,KgNone,{0} TOTAL,TOTAL DE {0},{0} GESAMT,,TOTAL: {0}
lblTrackWaypoint,UI,Tooltip,KgNone,Track Waypoint,Suivre le cheminement,Wegpunkt verfolgen,,Establecer punto de regreso
notHungry,UI,Tooltip,KgNone,You are not hungry.,Vous n'avez pas faim.,Du bist nicht hungrig.,,No tienes hambre.
notHurt,UI,Tooltip,KgNone,You are not hurt.,Vous n'avez pas mal.,Du bist nicht verletzt.,,No estás herido.
notThirsty,UI,Tooltip,KgNone,You are not thirsty.,Vous n'avez pas soif.,Du bist nicht durstig.,,No tienes sed.
questunavailable,UI,Tooltip,KgNone,You cannot accept this quest at this time.,Vous ne pouvez pas accepter cette quête à l'heure actuelle.,Du kannst diese Quest zurzeit nicht annehmen.,,No puedes aceptar esta misión ahora.
timeAbbreviationHours,UI,Tooltip,KgNone,h,h,h,,h
timeAbbreviationMinutes,UI,Tooltip,KgNone,m,m,m,,m
timeAbbreviationSeconds,UI,Tooltip,KgNone,s,s,s,,s
tooltipInviteEveryone,UI,Tooltip,KgNone,Shared marker {0} to everyone.,Marqueur {0} partagé avec tout le monde.,Markierung {0} mit allen geteilt.,,Compartir marcador {0} con todos.
tooltipInviteFriends,UI,Tooltip,KgNone,Shared marker {0} with allies.,Marqueur {0} partagé avec les alliés.,Markierung {0} mit Verbündeten geteilt.,,Compartir marcador {0} con aliados.
tooltipInviteMarker,UI,Tooltip,KgNone,Player {0} shared marker {1} with you.,Le joueur {0} a partagé le marqueur {1} avec vous.,Spieler {0} hat Markierung {1} mit dir geteilt.,,El jugador {0} compartió el marcador {1} contigo.
ttCampfireCannotCook,UI,Tooltip,KgNone,You cannot cook this item.,Vous ne pouvez pas cuisiner cet objet.,Du kannst diesen Gegenstand nicht kochen.,,No puedes cocinar esto.
ttCampfireFuelRequired,UI,Tooltip,KgNone,A fuel source is required to cook.,Il vous faut une source de carburant pour cuisiner.,"Du brauchst ein Brennmaterial, um kochen zu können.",,Necesitas una fuente de combustible para cocinar.
ttCampfireIngredientsRequired,UI,Tooltip,KgNone,Ingredients are required to cook an item.,Il vous faut des composants pour cuisiner un objet.,"Du brauchst Zutaten, um etwas kochen zu können.",,Necesitas ingredientes para cocinar.
ttCampfireUtensilRequired,UI,Tooltip,KgNone,"A sharp stick, cooking pot, cooking grill, or beaker is required to cook an item.","Il vous faut un bâton pointu, une marmite, un grill ou un bécher pour cuisiner un objet.","Du brauchst einen spitzen Stock, einen Kochtopf, einen Kochgrill oder einen Messbecher, um etwas kochen zu können.",,"Necesitas un palo afilado, una olla, una parrilla o un matraz para cocinar."
ttCharacterLevelBody,UI,Tooltip,KgNone,{0}/{1} XP\n,{0}/{1} EXP\n,{0}/{1} ERF\n,,{0}/{1} EXP\n
ttCharacterLevelHeader,UI,Tooltip,KgNone,Level Progress,Progression de niveau,Levelfortschritt,,Progreso de nivel
ttForgeFuelRequired,UI,Tooltip,KgNone,A fuel source is required to heat the forge.,Il vous faut une source de carburant pour chauffer la forge.,"Du brauchst ein Brennmaterial, um die Schmiede anzuheizen.",,Necesitas una fuente de combustible para calentar la fragua.
ttForgeMetalRequired,UI,Tooltip,KgNone,More of this material is required to forge items.,Il vous faut davantage de ce matériau pour forger des objets.,"Du brauchst mehr von diesem Material, um Gegenstände zu schmieden.",,Necesitas más de este material para forjar objetos.
ttForgeMoldRequired,UI,Tooltip,KgNone,A clay mold is required to forge an item.,Il vous faut un moule en argile pour forger un objet.,"Du brauchst eine Gussform aus Lehm, um einen Gegenstand zu schmieden.",,Necesitas un molde de arcilla para forjar un objeto.
ttGFXSET_AA_b,UI,Tooltip,KgNone,Removes jagged edges from object.\nPerformance Impact: Medium\n,Lisser les bords irréguliers des éléments.\nImpact sur la performance : moyen\n,Glättet gezackte Kanten der Objekte.\nAuswirkung auf die Leistung: Mittel\n,,Pule los bordes irregulares de los objetos.\nEfecto en rendimiento: Medio\n
ttGFXSET_AA_h,UI,Tooltip,KgNone,Anti-Aliasing,Anticrénelage,Kantenglättung,,Antialiasing
ttGFXSET_Bloom_b,UI,Tooltip,KgNone,A glow around brighter highlights.\nPerformance Impact: Medium\n,Une lueur autour des points les plus lumineux.\nImpact sur la performance : moyen\n,Hellste Bildteile erhalten ein Leuchten.\nAuswirkung auf die Leistung: Mittel\n,,Aparece un brillo alrededor de zonas resaltadas.\nEfecto en el rendimiento: Medio\n
ttGFXSET_Bloom_h,UI,Tooltip,KgNone,Bloom,Flou lumineux,Bloom,,Bloom
ttGFXSET_DOF_b,UI,Tooltip,KgNone,Distant objects get blurred.\nPerformance Impact: Medium\n,Les objets distants sont flous.\nImpact sur la performance : moyen\n,Entferntere Objekte erscheinen verschwommen.\nAuswirkung auf die Leistung: Mittel\n,,Los objetos distantes aparecen difuminados.\nEfecto en el rendimiento: Medio\n
ttGFXSET_DOF_h,UI,Tooltip,KgNone,Depth of Field,Champ de profondeur,Tiefenschärfe,,Profundidad de campo
ttGFXSET_DynamicContrast_b,UI,Tooltip,KgNone,Performs a contrast filter over each pixel.\nPerformance Impact: Medium\n,Applique un filtre contrastant sur chaque pixel.\nImpact sur la performance : moyen\n,Legt einen Kontrastfilter über jedes Pixel.\nAuswirkung auf die Leistung: Mittel\n,,Se realiza un contraste de filtro sobre cada píxel.\nEfecto en el rendimiento: Medio\n
ttGFXSET_DynamicContrast_h,UI,Tooltip,KgNone,Dynamic Contrast,Contraste dynamique,Dynamischer Kontrast,,Contraste dinámico
ttGFXSET_FOV_b,UI,Tooltip,KgNone,How wide your view angle is.\nPerformance Impact: Low\n,Modifie la largeur de votre angle de vision.\nImpact sur la performance : bas\n,Weite deines Blickwinkels.\nAuswirkung auf die Leistung: Gering\n,,La amplitud del ángulo de visión.\nEfecto en el rendimiento: Bajo\n
ttGFXSET_FOV_h,UI,Tooltip,KgNone,Field of View,Champ de vision,Sichtfeld,,Campo de visión
ttGFXSET_Fullscreen_b,UI,Tooltip,KgNone,Run the game in fullscreen or windowed mode.\nPerformance Impact: Medium\n,Lancez le jeu en mode plein écran ou dans une fenêtre.\nImpact sur la performance : moyen\n,Spiel im Vollbild oder Fenster-Modus laufen lassen.\nAuswirkung auf die Leistung: Mittel\n,,Ejecuta el juego en pantalla completa o en modo ventana.\nEfecto en el rendimiento: Medio\n
ttGFXSET_Fullscreen_h,UI,Tooltip,KgNone,Fullscreen,Plein écran,Vollbild,,Pantalla completa
ttGFXSET_Gamma_b,UI,Tooltip,KgNone,How bright the game is.\nPerformance Impact: None\n,La luminosité du jeu.\nImpact sur la performance : aucun\n,Wie hell das Spiel ist.\nAuswirkung auf die Leistung: Keine\n,,El brillo del juego.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_Gamma_h,UI,Tooltip,KgNone,Gamma,Gamma,Gamma,,Gama
ttGFXSET_GOBackground_b,UI,Tooltip,KgNone,UI wallpaper/background opacity/transparency.\nPerformance Impact: Very Low\n,Opacité/transparence de l'arrière-plan ou du papier peint de l'interface utilisateur.\nImpact sur la performance : très bas\n,Benutzeroberfläche: Lichtundurchlässigkeit/Transparenz des Hintergrund(bild)s.\nAuswirkung auf die Leistung: Sehr gering\n,,Transparencia/opacidad de la IU de fondo.\nEfecto en el rendimiento: Muy bajo\n
ttGFXSET_GOBackground_h,UI,Tooltip,KgNone,UI Background Opacity,Opacité de l'arrière-plan de l'interface utilisateur,Benutzeroberfläche: Lichtundurchlässigkeit des Hintergrunds,,Opacidad de la interfaz del fondo
ttGFXSET_GOForeground_b,UI,Tooltip,KgNone,UI outlines and icon opacity/transparency.\nPerformance Impact: Very Low\n,Contours de l'interface utilisateur et opacité/transparence du texte.\nImpact sur la performance : très bas\n,Benutzeroberfläche: Umrisse und Lichtundurchlässigkeit/Transparenz des Texts.\nAuswirkung auf die Leistung: Sehr gering\n,,Transparencia/opacidad del texto y contorno de la IU.\nEfecto en el rendimiento: Muy bajo\n
ttGFXSET_GOForeground_h,UI,Tooltip,KgNone,UI Foreground Opacity,Opacité du premier plan de l'interface utilisateur,Benutzeroberfläche: Lichtundurchlässigkeit des Vordergrunds,,Opacidad de la interfaz frontal
ttGFXSET_GraphicsQuality_b,UI,Tooltip,KgNone,Overall Graphics Quality.  Changes almost all settings. \nPerformance Impact: Very High\n,Qualité générale des graphismes. Modifie pratiquement tous les paramètres. \nImpact sur la performance : très élevé\n,Gesamte Grafikqualität. Verändert fast alle Einstellungen. \nAuswirkung auf die Leistung: Sehr hoch\n,,Calidad general de gráficos. Cambia casi todos los parámetros. \nEfecto en el rendimiento: Muy alto\n
ttGFXSET_GraphicsQuality_h,UI,Tooltip,KgNone,Graphics Quality,Qualité des graphismes,Grafikqualität,,Calidad de gráficos
ttGFXSET_GrassDistance_b,UI,Tooltip,KgNone,The maximum distance at which you can see grass.\nPerformance Impact: Medium\n,La distance maximale à laquelle vous pouvez voir l'herbe.\nImpact sur la performance : moyen\n,"Die maximale Entfernung, aus der du Gras sehen kannst.\nAuswirkung auf die Leistung: Mittel\n",,La distancia máxima a la que puedes ver la hierba.\nEfecto en el rendimiento: Medio\n
ttGFXSET_GrassDistance_h,UI,Tooltip,KgNone,Grass Distance,Distance de l'herbe,Grasdistanz,,Distancia de la hierba
ttGFXSET_HudOpacity_b,UI,Tooltip,KgNone,Opacity of in-game heads up display (HUD).\nPerformance Impact: None\n,Opacité de l'affichage tête haute au sein du jeu.\nImpact sur la performance : aucun\n,Lichtundurchlässigkeit des Head-up-Displays (HUD) im Spiel.\nAuswirkung auf die Leistung: Keine\n,,Opacidad de la interfaz del HUD.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_HudOpacity_h,UI,Tooltip,KgNone,HUD Opacity,Opacité de l'affichage tête haute,Lichtundurchlässigkeit des HUD,,Opacidad del HUD
ttGFXSET_HudSize_b,UI,Tooltip,KgNone,The size of the heads up display (HUD) in-game.\nPerformance Impact: None\n,La taille de l'affichage tête haute au sein du jeu.\nImpact sur la performance : aucun\n,Größe des Head-up-Displays (HUD) im Spiel.\nAuswirkung auf die Leistung: Keine\n,,El tamaño de la interfaz del HUD en el juego.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_HudSize_h,UI,Tooltip,KgNone,HUD Size,Taille de l'affichage tête haute,Größe des HUD,,Tamaño del HUD
ttGFXSET_ImageEffects_b,UI,Tooltip,KgNone,Use advanced image effects like Bloom and Anti-Aliasing.\nPerformance Impact: Medium\n,Utilisez des effets visuels avancés comme le flou lumineux et l'anticrénelage.\nImpact sur la performance : moyen\n,Erweiterte Bildeffekte wie Bloom oder Kantenglättung verwenden.\nAuswirkung auf die Leistung: Mittel\n,,Usa efectos de imágenes avanzados como Bloom y Antialiasing.\nEfecto en el rendimiento: Medio\n
ttGFXSET_ImageEffects_h,UI,Tooltip,KgNone,Image Effects,Effets visuels,Bildeffekte,,Efectos de imagen
ttGFXSET_LOD_b,UI,Tooltip,KgNone,The overall maximum level of detail at which the world is displayed.\nPerformance Impact: High\n,Le niveau de détails général maximal au sein du jeu.\nImpact sur la performance : élevé\n,"Der maximale Detaillierungsgrad, in dem die Welt dargestellt wird.\nAuswirkung auf die Leistung: Hoch\n",,El nivel máximo de detalle general al que se muestra el mundo.\nEfecto en el rendimiento: Alto\n
ttGFXSET_LOD_h,UI,Tooltip,KgNone,Level of Detail,Niveau de détail,Detaillierungsgrad,,Nivel de detalle
ttGFXSET_MotionBlur_b,UI,Tooltip,KgNone,Quality level of motion blur (more pixel samples & smoothing).\nPerformance Impact: High\n,Le niveau de qualité du flou cinétique (davantage d'échantillonnages et de lissages de pixels)\nImpact sur la performance : élevé\n,Qualität der Bewegungsunschärfe (mehr Pixelproben und Glättung).\nAuswirkung auf die Leistung: Hoch\n,,Calidad de nivel de la difuminación (más muestras por píxel y suavizado).\nEfecto en el rendimiento: Alto\n
ttGFXSET_MotionBlur_h,UI,Tooltip,KgNone,Motion Blur,Flou cinétique,Bewegungsunschärfe,,Difuminación
ttGFXSET_ReflectedShadows_b,UI,Tooltip,KgNone,Shadows are processed and displayed inside reflections.\nPerformance Impact: High\n,Les ombres sont prises en charge et affichées dans les reflets.\nImpact sur la performance : élevé\n,Schatten werden verarbeitet und in Reflexionen dargestellt.\nAuswirkung auf die Leistung: Hoch\n,,Las sombras se procesan y muestran dentro de los reflejos.\nEfecto en el rendimiento: Alto\n
ttGFXSET_ReflectedShadows_h,UI,Tooltip,KgNone,Reflected Shadows,Ombres reflétées,Reflektierte Schatten,,Sombras reflejadas
ttGFXSET_ReflectionDistance_b,UI,Tooltip,KgNone,The maximum distance at which you can see reflections.\nPerformance Impact: Very High\n,La distance maximale à laquelle vous pouvez voir les reflets.\nImpact sur la performance : très élevé\n,"Die maximale Entfernung, aus der du Reflexionen sehen kannst.\nAuswirkung auf die Leistung: Sehr hoch\n",,La distancia máxima a la que puedes ver los reflejos.\nEfecto en el rendimiento: Muy alto\n
ttGFXSET_ReflectionDistance_h,UI,Tooltip,KgNone,Reflection Distance,Distance des reflets,Reflexionendistanz,,Distancia de reflejos
ttGFXSET_ReflectionQuality_b,UI,Tooltip,KgNone,How clear reflections are. Provides more realistic lighting.\nPerformance Impact: Very High\n,Définit la clarté des reflets. Offre un éclairage plus réaliste.\nImpact sur la performance : très élevé\n,"Bestimmt, wie deutlich Reflexionen sind, und bietet realistischere Beleuchtung.\nAuswirkung auf die Leistung: Sehr hoch\n",,Establece la claridad de los reflejos. Produce unos efectos de luz más realistas.\nEfecto en el rendimiento: Muy alto\n
ttGFXSET_ReflectionQuality_h,UI,Tooltip,KgNone,Reflection Quality,Qualité des reflets,Qualität der Reflexionen,,Calidad de reflejos
ttGFXSET_Resolution_b,UI,Tooltip,KgNone,Sets the screen resolution at which the game is displayed.\nPerformance Impact: Very High\n,Définit la résolution de l'écran au sein du jeu.\nImpact sur la performance : très élevé\n,"Auswahl der Bildschirmauflösung, in der das Spiel dargestellt wird.\nAuswirkung auf die Leistung: Sehr hoch\n",,Establece la resolución de la pantalla a la que se ejecutará el juego.\nEfecto en el rendimiento: Muy alto\n
ttGFXSET_Resolution_h,UI,Tooltip,KgNone,Display Resolution,Résolution de l'affichage,Bildschirmauflösung,,Resolución de pantalla
ttGFXSET_ShadowDistance_b,UI,Tooltip,KgNone,Quality and distance of object shadows.\nPerformance Impact: High\n,La qualité et la distance des ombres d'objets.\nImpact sur la performance : élevé\n,Qualität und Entfernung der Schatten von Objekten.\nAuswirkung auf die Leistung: Hoch\n,,La calidad y distancia de la sombra de los objetos.\nEfecto en el rendimiento: Alto\n
ttGFXSET_ShadowDistance_h,UI,Tooltip,KgNone,Shadow Distance,Distance des ombres,Schattendistanz,,Distancia de sombras
ttGFXSET_ShowCompass_b,UI,Tooltip,KgNone,Turn the in-game compass on/off.\nPerformance Impact: None\n,Activer ou désactiver la boussole au sein du jeu.\nImpact sur la performance : aucun\n,Den Kompass im Spiel ein-/ausschalten.\nAuswirkung auf die Leistung: Keine\n,,Activa/desactiva la brújula en el juego.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_ShowCompass_h,UI,Tooltip,KgNone,Show Compass,Afficher la boussole,Kompass zeigen,,Mostrar brújula
ttGFXSET_ShowCrosshair_b,UI,Tooltip,KgNone,Turn the in-game crosshair on/off.\nPerformance Impact: None\n,Activer ou désactiver le réticule au sein du jeu.\nImpact sur la performance : aucun\n,Das Fadenkreuz im Spiel ein-/ausschalten.\nAuswirkung auf die Leistung: Keine\n,,Activa/desactiva el punto de mira en el juego.\nEfecto en el rendimiento: Nulo\n
ttGFXSET_ShowCrosshair_h,UI,Tooltip,KgNone,Show Crosshair,Afficher le réticule,Fadenkreuz zeigen,,Mostrar mira
ttGFXSET_SkyQuality_b,UI,Tooltip,KgNone,How many layers and effects occur in the  sky.\nPerformance Impact: Medium\n,Le nombre de couches et d'effets dans le ciel.\nImpact sur la performance : moyen\n,Wie viele Schichten und Effekte am Himmel dargestellt werden.\nAuswirkung auf die Leistung: Mittel\n,,Cuántas capas y efectos se producen en el cielo.\nEfecto en el rendimiento: Medio\n
ttGFXSET_SkyQuality_h,UI,Tooltip,KgNone,Sky Quality,Qualité du ciel,Qualität des Himmels,,Calidad del cielo
ttGFXSET_SSAO_b,UI,Tooltip,KgNone,Use the image effect SSAO which draws more detailed shadows on objects.\nPerformance Impact: Medium\n,Utilise l'effet visuel d'occlusion ambiante qui dessine des ombres plus détaillées sur les objets.\nImpact sur la performance : moyen\n,"Die Rendering-Technik SSAO verwenden, die für Objekte detailliertere Schatten kreiert.\nAuswirkung auf die Leistung: Mittel\n",,"Usa el efecto de imagen SSAO, que dibuja sombras más detalladas en los objetos.\nEfecto en el rendimiento: Medio\n"
